-0.999984,accepted
0.511211,accepted
0.065534,accepted
-0.905911,accepted
0.358593,rejected
-0.232996,rejected
0.661931,accepted
-0.893077,accepted
0.342299,accepted
-0.233169,accepted
-0.165028,rejected
0.177953,rejected
0.692334,accepted
-0.816070,rejected
-0.168001,rejected
0.820642,rejected
-0.475094,accepted
0.472164,accepted
0.265277,rejected
0.982075,accepted
-0.505922,rejected
0.445321,rejected
0.303037,accepted
0.263269,rejected
-0.454580,accepted
0.532990,accepted
-0.524451,accepted
-0.281470,accepted
-0.026965,rejected
0.818416,accepted
0.809306,accepted
0.032584,accepted
0.973284,accepted
-0.467711,accepted
0.895528,accepted
0.001414,rejected
-0.445836,rejected
0.059495,rejected
0.881960,accepted
0.523029,rejected
0.655635,accepted
-0.968265,accepted
0.736494,rejected
0.472449,rejected
0.998916,rejected
-0.533610,accepted
-0.297970,rejected
0.182227,rejected
-0.175838,rejected
-0.461365,accepted
0.074608,rejected
-0.425575,accepted
-0.692560,rejected
0.604811,accepted
0.068900,rejected
0.910722,rejected
0.109168,rejected
0.249699,rejected
-0.680465,accepted
0.429420,accepted
-0.818019,accepted
-0.994001,accepted
-0.946247,accepted
0.875795,accepted
-0.638208,accepted
0.773981,rejected
-0.699330,rejected
-0.228371,accepted
-0.000518,accepted
0.174373,rejected
0.180217,rejected
0.112292,accepted
0.966610,accepted
-0.716360,accepted
-0.495747,rejected
-0.071939,rejected
-0.747938,accepted
-0.361501,rejected
-0.746576,rejected
0.243268,rejected
-0.504316,rejected
-0.221372,accepted
-0.943250,rejected
-0.147005,accepted
0.894974,accepted
-0.737623,rejected
-0.815653,accepted
-0.857873,accepted
-0.493885,accepted
0.566306,accepted
-0.300952,rejected
0.617889,rejected
0.303292,accepted
0.359185,rejected
-0.499749,rejected
-0.057475,rejected
0.200787,rejected
0.511687,accepted
0.902735,accepted
-0.121339,rejected
0.377962,rejected
0.974291,rejected
0.702539,accepted
0.074851,rejected
-0.793132,accepted
0.153433,rejected
-0.119923,rejected
0.738527,rejected
0.601441,rejected
0.483432,accepted
0.772062,accepted
-0.073355,accepted
0.426845,rejected
0.335358,rejected
-0.600891,rejected
0.731765,rejected
0.087897,accepted
-0.099305,rejected
-0.568936,accepted
-0.368535,rejected
0.763008,accepted
-0.064936,rejected
-0.269684,accepted
0.998233,accepted
0.260977,rejected
-0.998810,accepted
0.546704,rejected
-0.361645,accepted
0.364988,rejected
-0.589476,rejected
0.417841,rejected
-0.810902,accepted
0.528010,rejected
-0.572296,accepted
-0.837878,accepted
0.904319,rejected
-0.220293,accepted
0.384338,accepted
0.553732,rejected
-0.155080,accepted
-0.612065,accepted
-0.616352,rejected
-0.511892,rejected
-0.727090,accepted
0.202020,accepted
0.656709,accepted
0.975874,accepted
-0.532802,accepted
-0.561179,rejected
0.392015,rejected
0.392486,rejected
0.339041,rejected
-0.887119,accepted
-0.545985,accepted
0.399669,accepted
0.525141,rejected
0.107823,rejected
-0.340667,rejected
-0.713909,accepted
-0.029350,rejected
0.626531,rejected
0.477993,accepted
-0.729336,accepted
-0.378522,rejected
0.036167,rejected
-0.482314,accepted
-0.213965,rejected
-0.048208,rejected
-0.441414,accepted
-0.260516,accepted
0.343568,rejected
0.027873,rejected
0.441536,rejected
-0.078605,rejected
-0.356880,rejected
0.034291,rejected
-0.196334,rejected
0.973005,accepted
0.340197,accepted
0.083420,rejected
0.658477,accepted
-0.451581,rejected
0.092273,rejected
-0.466773,rejected
-0.506534,rejected
0.388047,rejected
0.634203,accepted
-0.678502,rejected
0.415653,accepted
0.164842,rejected
0.983066,accepted
-0.440977,rejected
-0.657642,accepted
-0.008618,accepted
-0.673838,rejected
0.565984,rejected
-0.127149,accepted
0.169574,rejected
-0.866300,accepted
-0.220537,accepted
-0.228461,rejected
0.318107,rejected
0.077323,accepted
0.631864,accepted
0.372203,accepted
-0.981305,accepted
0.041920,rejected
-0.558630,accepted
-0.858730,accepted
0.447527,accepted
-0.898795,accepted
-0.085676,rejected
-0.107021,accepted
-0.428115,rejected
0.391275,rejected
0.362329,accepted
-0.885049,rejected
0.084786,accepted
0.712385,accepted
-0.244899,rejected
0.152346,rejected
0.358664,rejected
-0.928825,accepted
0.946711,accepted
-0.297363,rejected
0.215223,accepted
0.105724,rejected
-0.286150,rejected
0.948505,accepted
-0.496945,accepted
0.626096,rejected
-0.510828,rejected
0.389713,rejected
-0.472760,rejected
-0.766858,accepted
-0.772649,accepted
-0.987841,accepted
0.198719,rejected
-0.834987,rejected
-0.249380,rejected
-0.752725,rejected
-0.940729,accepted
-0.011511,rejected
0.868061,accepted
-0.280684,rejected
-0.000089,rejected
0.343807,rejected
0.513540,accepted
-0.538856,accepted
0.125204,rejected
0.233221,accepted
-0.550398,accepted
0.306023,accepted
0.488208,accepted
-0.904723,accepted
-0.750110,rejected
-0.031639,rejected
0.828050,accepted
0.187091,rejected
-0.006836,accepted
-0.116735,rejected
0.543888,accepted
-0.114419,rejected
-0.064517,accepted
-0.108140,rejected
-0.589317,accepted
-0.254960,rejected
0.929702,accepted
-0.859330,accepted
0.052676,accepted
0.035414,accepted
0.683152,accepted
-0.152219,accepted
0.427093,rejected
0.743768,rejected
0.673196,rejected
-0.221880,rejected
0.211205,accepted
0.079009,rejected
-0.196616,accepted
-0.833829,accepted
-0.055240,accepted
-0.790062,accepted
0.604037,rejected
0.337641,rejected
-0.512499,rejected
-0.472674,accepted
-0.837989,accepted
-0.534266,rejected
-0.017314,accepted
-0.467762,rejected
-0.149618,accepted
0.926951,accepted
0.591711,rejected
-0.657690,rejected
-0.872393,accepted
-0.415064,rejected
0.651673,rejected
0.452886,accepted
0.604169,rejected
-0.909319,accepted
-0.693370,rejected
-0.876537,accepted
0.858300,accepted
-0.590874,accepted
0.399382,rejected
-0.010738,accepted
0.423143,accepted
-0.598711,accepted
-0.127808,rejected
0.722375,rejected
-0.110962,accepted
0.047543,accepted
0.506348,rejected
0.645782,accepted
-0.535844,rejected
-0.138763,rejected
0.974649,rejected
0.701061,rejected
-0.376790,accepted
0.995197,accepted
-0.063851,rejected
0.381545,rejected
0.083069,rejected
-0.681568,rejected
0.642667,accepted
-0.917850,accepted
-0.779961,accepted
0.037547,accepted
0.122967,rejected
0.033816,rejected
0.474350,rejected
-0.954401,accepted
0.341982,accepted
-0.867419,accepted
0.842235,accepted
-0.239771,rejected
-0.665374,accepted
0.382253,rejected
0.427391,accepted
0.179619,rejected
0.859396,accepted
0.011939,rejected
0.838472,accepted
0.447673,rejected
-0.018366,accepted
0.952231,accepted
-0.453498,rejected
0.397116,rejected
-0.805135,accepted
0.221475,rejected
-0.009749,rejected
0.177776,rejected
-0.697566,accepted
0.462728,accepted
-0.896767,accepted
-0.358715,accepted
-0.509715,accepted
-0.234063,rejected
0.194337,rejected
0.870503,rejected
0.026297,rejected
0.300255,rejected
-0.184925,rejected
-0.040434,rejected
0.068397,accepted
0.211076,accepted
0.406739,rejected
0.876508,accepted
-0.173012,rejected
0.566005,rejected
0.362982,rejected
0.054826,accepted
-0.712632,rejected
-0.497156,rejected
-0.990369,rejected
-0.449294,rejected
-0.442143,rejected
0.013640,accepted
-0.167049,rejected
-0.127018,accepted
0.532350,accepted
-0.117470,accepted
-0.405872,rejected
-0.322981,accepted
-0.888788,accepted
-0.029428,accepted
-0.771051,rejected
0.729219,accepted
-0.265210,rejected
-0.675592,accepted
-0.884554,accepted
-0.063797,rejected
0.767409,accepted
-0.175504,rejected
-0.383345,accepted
0.628833,rejected
0.838984,rejected
0.540093,accepted
0.144884,accepted
0.606536,rejected
0.723244,accepted
0.738988,rejected
-0.221656,rejected
0.051340,rejected
-0.159924,rejected
0.498290,rejected
-0.323831,accepted
0.486252,rejected
0.758324,accepted
0.420227,rejected
-0.281241,accepted
-0.677942,accepted
-0.807143,rejected
0.125223,rejected
0.756384,rejected
0.270411,rejected
0.756826,accepted
-0.773859,accepted
-0.234761,rejected
-0.756521,accepted
-0.713396,accepted
0.417176,accepted
-0.218067,rejected
0.257533,rejected
0.817381,accepted
0.718426,rejected
-0.142253,accepted
-0.002739,rejected
-0.098530,rejected
0.481518,rejected
-0.399757,accepted
-0.779963,accepted
0.944952,accepted
-0.523179,rejected
0.666948,accepted
-0.741037,accepted
-0.321762,rejected
-0.119464,rejected
-0.134245,accepted
-0.235366,rejected
-0.141054,accepted
0.340393,rejected
0.396133,accepted
0.698556,rejected
0.586764,accepted
-0.980784,accepted
0.278116,rejected
0.289796,rejected
-0.245272,accepted
-0.220999,accepted
0.387177,accepted
-0.416949,rejected
0.708730,accepted
-0.711715,rejected
-0.988824,rejected
-0.236090,rejected
-0.311089,accepted
-0.418000,rejected
-0.751219,rejected
-0.902605,accepted
-0.246367,accepted
0.511711,rejected
-0.976939,rejected
0.121829,accepted
-0.168880,accepted
0.029181,rejected
0.684088,accepted
-0.069986,accepted
-0.899914,accepted
-0.595101,rejected
0.663048,accepted
0.679097,accepted
-0.637608,accepted
0.868220,accepted
-0.261919,rejected
0.255661,rejected
-0.188427,accepted
-0.110300,rejected
0.496622,rejected
-0.737954,accepted
0.330616,rejected
0.162570,rejected
0.964065,accepted
0.842946,accepted
0.935446,accepted
-0.442409,rejected
0.180917,rejected
0.669383,rejected
0.460896,rejected
-0.300942,rejected
0.328295,accepted
0.738376,accepted
0.835935,accepted
0.903507,accepted
-0.167985,rejected
0.925071,accepted
0.052363,rejected
0.636215,rejected
0.325786,accepted
0.882858,accepted
-0.747933,accepted
0.773451,accepted
-0.674084,rejected
0.204810,rejected
0.677357,rejected
-0.216889,rejected
0.334696,accepted
-0.999920,accepted
0.257506,rejected
0.148692,accepted
-0.297215,rejected
-0.258326,rejected
0.152860,accepted
0.488937,accepted
-0.114753,accepted
-0.816398,rejected
0.984839,accepted
-0.933993,accepted
-0.025576,rejected
0.791448,accepted
0.377188,accepted
-0.036559,accepted
0.894240,accepted
0.906524,accepted
-0.745825,rejected
0.714312,accepted
-0.985984,rejected
-0.899213,rejected
0.282748,rejected
-0.725813,accepted
0.649254,accepted
0.311775,rejected
0.052909,accepted
0.806113,rejected
-0.444828,accepted
-0.217013,rejected
-0.513997,accepted
0.456613,rejected
-0.597567,rejected
-0.954887,accepted
-0.624042,accepted
0.559317,rejected
0.332728,rejected
-0.297655,accepted
-0.415819,accepted
-0.552606,rejected
-0.190470,rejected
0.158725,accepted
-0.125519,rejected
0.668566,rejected
0.698136,accepted
-0.470677,accepted
0.067064,accepted
0.997471,rejected
-0.755558,accepted
-0.149786,rejected
-0.572864,accepted
-0.933846,rejected
-0.787914,accepted
-0.035903,rejected
-0.484951,accepted
-0.435071,accepted
-0.583753,rejected
0.528127,rejected
0.151705,accepted
0.815696,accepted
-0.771787,rejected
0.396325,accepted
0.495938,accepted
0.789927,rejected
-0.308219,accepted
-0.569902,accepted
-0.964430,rejected
0.570940,accepted
0.459967,rejected
0.755593,accepted
-0.313150,rejected
-0.275617,accepted
-0.838690,accepted
0.552787,rejected
-0.013409,rejected
0.285469,rejected
-0.295371,accepted
-0.436911,rejected
0.252305,rejected
-0.684920,rejected
-0.496089,rejected
0.709206,accepted
0.216889,accepted
-0.252676,accepted
-0.476275,accepted
-0.594365,rejected
-0.858100,accepted
